Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
PREZISTA ORAL TABLET 800 MG (darunavir ethanolate),Tier 2,QL (1 tablet per 1 day)
ritonavir oral tablet,Tier 2,QL (12 tablets per 1 day)
VIRACEPT ORAL TABLET 250 MG (nelfinavir mesylate),Tier 2,QL (10 tablets per 1 day)
VIRACEPT ORAL TABLET 625 MG (nelfinavir mesylate),Tier 2,QL (4 tablets per 1 day)
EDURANT ORAL TABLET (rilpivirine hcl),Tier 2,PA; QL (1 tablet per 1 day)
efavirenz oral capsule 200 mg,Tier 2,QL (4 capsules per 1 day)
efavirenz oral capsule 50 mg,Tier 2,QL (12 capsules per 1 day)
efavirenz oral tablet,Tier 2,QL (1 tablet per 1 day)
INTELENCE ORAL TABLET 100 MG (etravirine),Tier 2,PA; QL (4 tablets per 1 day)
INTELENCE ORAL TABLET 200 MG (etravirine),Tier 2,PA; QL (2 tablets per 1 day)
INTELENCE ORAL TABLET 25 MG (etravirine),Tier 2,PA; QL (16 tablets per 1 day)
nevirapine oral suspension,Tier 1,QL (40 mL per 1 day)
nevirapine oral tablet,Tier 1,QL (2 tablets per 1 day)
abacavir sulfate oral solution,Tier 1,QL (32 mL per 1 day)
abacavir sulfate oral tablet,Tier 1,QL (2 tablets per 1 day)
didanosine oral capsule delayed release 200 mg,Tier 1,QL (2 capsules per 1 day)
didanosine oral capsule delayed release 250 mg,Tier 1,QL (1 capsule per 1 day)
didanosine oral capsule delayed release 400 mg,Tier 1,
EMTRIVA ORAL CAPSULE (emtricitabine),Tier 2,QL (1 capsule per 1 day)
EMTRIVA ORAL SOLUTION (emtricitabine),Tier 2,QL (29 mL per 1 day)
lamivudine oral tablet 150 mg,Tier 1,QL (2 tablets per 1 day)
lamivudine oral tablet 300 mg,Tier 1,QL (1 tablet per 1 day)
"stavudine oral capsule 15 mg, 20 mg",Tier 1,QL (4 capsules per 1 day)
"stavudine oral capsule 30 mg, 40 mg",Tier 1,QL (2 capsules per 1 day)
zidovudine oral capsule,Tier 1,QL (6 capsules per 1 day)
zidovudine oral syrup,Tier 1,QL (64 mL per 1 day)
zidovudine oral tablet,Tier 1,QL (2 tablets per 1 day)
tenofovir disoproxil fumarate oral tablet,Tier 2,
VIREAD ORAL POWDER (tenofovir disoproxil fumarate),Tier 2,
VIREAD ORAL TABLET (tenofovir disoproxil fumarate),Tier 2,
adefovir dipivoxil oral tablet,Tier 4,SP
BARACLUDE ORAL SOLUTION (entecavir),Tier 4,
EPIVIR HBV ORAL SOLUTION (lamivudine),Tier 2,
VEMLIDY ORAL TABLET (tenofovir alafenamide fumarate),Tier 4,SP
PEGASYS PROCLICK SUBCUTANEOUS SOLUTION (peginterferon alfa-2a),Tier 4,SP; QL (2 pens per 28 days)
PEGASYS SUBCUTANEOUS SOLUTION 180 MCG/0.5ML (peginterferon alfa-2a),Tier 4,SP; QL (2 syringes per 28 days)
PEGASYS SUBCUTANEOUS SOLUTION 180 MCG/ML (peginterferon alfa-2a),Tier 4,SP; QL (4 vials per 28 days)
PEGINTRON SUBCUTANEOUS KIT (peginterferon alfa-2b),Tier 4,SP
ribavirin oral capsule,Tier 4,SP
ribavirin oral tablet,Tier 4,SP
acyclovir oral capsule,Tier 1,
acyclovir oral suspension,Tier 1,
acyclovir oral tablet,Tier 1,
valacyclovir hcl oral tablet,Tier 1,
famciclovir oral tablet,Tier 1,
rimantadine hcl oral tablet,Tier 1,
oseltamivir phosphate oral capsule 30 mg,Tier 2,QL (20 capsules per 90 days)
oseltamivir phosphate oral capsule 45 mg,Tier 2,QL (10 capsules per 90 days)
oseltamivir phosphate oral capsule 75 mg,Tier 2,QL (10 capsule per 90 days)
oseltamivir phosphate oral suspension reconstituted,Tier 2,QL (180 ML per 90 days)
RELENZA DISKHALER INHALATION AEROSOL POWDER BREATH ACTIVATED (zanamivir),Tier 2,QL (1 package per 90 days)
"THALOMID ORAL CAPSULE 100 MG, 50 MG (thalidomide)",Tier 4; OC,PA; SP; QL (1 capsule per 1 day)
"THALOMID ORAL CAPSULE 150 MG, 200 MG (thalidomide)",Tier 4; OC,PA; SP; QL (2 capsules per 1 day)
trientine hcl (Clovique Oral Capsule),Tier 2,PA; SP
DEPEN TITRATABS ORAL TABLET (penicillamine),Tier 3,PA
penicillamine oral tablet,Tier 2,PA
trientine hcl oral capsule,Tier 2,PA; SP
cyclosporine modified oral capsule,Tier 4,
cyclosporine modified oral solution,Tier 4,
cyclosporine oral capsule,Tier 4,
cyclosporine modified (Gengraf Oral Capsule),Tier 4,
cyclosporine modified (Gengraf Oral Solution),Tier 4,
REVLIMID ORAL CAPSULE (lenalidomide),Tier 4; OC,PA; SP; LD; QL (1 capsule per 1 day)
mycophenolate mofetil oral capsule,Tier 4,
mycophenolate mofetil oral tablet,Tier 4,
mycophenolate sodium oral tablet delayed release,Tier 4,
sirolimus oral solution,Tier 4,
sodium polystyrene sulfonate (Kionex Oral Suspension),Tier 2,
sodium polystyrene sulfonate oral powder,Tier 2,
sodium polystyrene sulfonate oral suspension,Tier 2,
sodium polystyrene sulfonate rectal suspension,Tier 2,
sodium polystyrene sulfonate (Sps Oral Suspension),Tier 2,
azathioprine oral tablet,Tier 2,
carvedilol oral tablet,Tier 1,
acebutolol hcl oral capsule,Tier 1,
atenolol oral tablet,Tier 1,
betaxolol hcl oral tablet,Tier 1,
bisoprolol fumarate oral tablet,Tier 1,
metoprolol succinate er oral tablet extended release 24 hour,Tier 1,
metoprolol tartrate oral tablet,Tier 1,
propranolol hcl er oral capsule extended release 24 hour,Tier 1,
propranolol hcl oral solution,Tier 1,
propranolol hcl oral tablet,Tier 1,
sotalol hcl (Sorine Oral Tablet),Tier 2,
sotalol hcl (af) oral tablet,Tier 2,
sotalol hcl oral tablet,Tier 2,
timolol maleate oral tablet,Tier 1,
nifedipine (Afeditab Cr Oral Tablet Extended Release 24 Hour 30 Mg),Tier 2,DO
nifedipine (Afeditab Cr Oral Tablet Extended Release 24 Hour 60 Mg),Tier 2,QL (1 tablet per 1 day)
amlodipine besylate oral tablet 10 mg,Tier 1,QL (1 tablet per 1 day)
"amlodipine besylate oral tablet 2.5 mg, 5 mg",Tier 1,DO
"diltiazem hcl coated beads (Cartia Xt Oral Capsule Extended Release 24 Hour 120 Mg, 180 Mg)",Tier 1,DO
"diltiazem hcl coated beads (Cartia Xt Oral Capsule Extended Release 24 Hour 240 Mg, 300 Mg)",Tier 1,QL (1 capsule per 1 day)
"diltiazem hcl er beads oral capsule extended release 24 hour 120 mg, 180 mg, 360 mg",Tier 1,DO
"diltiazem hcl er beads oral capsule extended release 24 hour 240 mg, 300 mg, 420 mg",Tier 1,QL (1 capsule per 1 day)
"diltiazem hcl er coated beads oral capsule extended release 24 hour 120 mg, 180 mg",Tier 1,DO
"diltiazem hcl er coated beads oral capsule extended release 24 hour 240 mg, 300 mg, 360 mg",Tier 1,QL (1 capsule per 1 day)
diltiazem hcl er coated beads oral tablet extended release 24 hour 180 mg,Tier 1,DO
"diltiazem hcl er coated beads oral tablet extended release 24 hour 240 mg, 300 mg, 360 mg, 420 mg",Tier 1,QL (1 tablet per 1 day)
diltiazem hcl er oral capsule extended release 12 hour,Tier 2,QL (2 capsule per 1 day)
diltiazem hcl er oral capsule extended release 24 hour,Tier 1,DO
diltiazem hcl oral tablet 120 mg,Tier 1,QL (3 tablet per 1 day)
"diltiazem hcl oral tablet 30 mg, 60 mg, 90 mg",Tier 1,QL (4 tablet per 1 day)
"dilt-xr oral capsule extended release 24 hour 120 mg, 180 mg",Tier 1,DO
dilt-xr oral capsule extended release 24 hour 240 mg,Tier 1,QL (1 capsule per 1 day)
felodipine er oral tablet extended release 24 hour 10 mg,Tier 1,QL (1 tablet per 1 day)
"felodipine er oral tablet extended release 24 hour 2.5 mg, 5 mg",Tier 1,DO
diltiazem hcl coated beads (Matzim La Oral Tablet Extended Release 24 Hour 180 Mg),Tier 1,DO
"diltiazem hcl coated beads (Matzim La Oral Tablet Extended Release 24 Hour 240 Mg, 300 Mg, 360 Mg, 420 Mg)",Tier 1,QL (1 tablet per 1 day)
nifedipine er oral tablet extended release 24 hour 30 mg,Tier 2,DO
"nifedipine er oral tablet extended release 24 hour 60 mg, 90 mg",Tier 2,QL (1 tablet per 1 day)
nifedipine er osmotic release oral tablet extended release 24 hour 30 mg,Tier 2,DO
"nifedipine er osmotic release oral tablet extended release 24 hour 60 mg, 90 mg",Tier 2,QL (1 tablet per 1 day)
nifedipine oral capsule,Tier 2,QL (4 capsule per 1 day)
"nisoldipine er oral tablet extended release 24 hour 17 mg, 20 mg, 8.5 mg",Tier 1,DO
"nisoldipine er oral tablet extended release 24 hour 25.5 mg, 30 mg, 34 mg, 40 mg",Tier 1,QL (1 tablet per 1 day)
"diltiazem hcl er beads (Taztia Xt Oral Capsule Extended Release 24 Hour 120 Mg, 180 Mg, 360 Mg)",Tier 1,DO
"diltiazem hcl er beads (Taztia Xt Oral Capsule Extended Release 24 Hour 240 Mg, 300 Mg)",Tier 1,QL (1 capsule per 1 day)
"diltiazem hcl er beads (Tiadylt Er Oral Capsule Extended Release 24 Hour 120 Mg, 180 Mg, 360 Mg)",Tier 1,DO
"diltiazem hcl er beads (Tiadylt Er Oral Capsule Extended Release 24 Hour 240 Mg, 300 Mg, 420 Mg)",Tier 1,QL (1 capsule per 1 day)
"verapamil hcl er oral capsule extended release 24 hour 100 mg, 120 mg, 180 mg",Tier 1,DO
"verapamil hcl er oral capsule extended release 24 hour 200 mg, 300 mg, 360 mg",Tier 1,QL (1 capsule per 1 day)
verapamil hcl er oral capsule extended release 24 hour 240 mg,Tier 1,QL (2 capsule per 1 day)
verapamil hcl er oral tablet extended release,Tier 1,QL (2 tablets per 1 day)
"verapamil hcl oral tablet 120 mg, 80 mg",Tier 1,QL (4 tablet per 1 day)
verapamil hcl oral tablet 40 mg,Tier 1,QL (3 tablets per 1 day)
digoxin (Digitek Oral Tablet),Tier 1,
digoxin (Digox Oral Tablet),Tier 1,
digoxin oral solution,Tier 1,
digoxin oral tablet,Tier 1,
LANOXIN ORAL TABLET (digoxin),Tier 3,
"amlodipine-atorvastatin oral tablet 10-10 mg, 10-20 mg, 10-40 mg, 10-80 mg, 5-80 mg",Tier 1,QL (1 tablet per 1 day)
"amlodipine-atorvastatin oral tablet 2.5-10 mg, 2.5-20 mg, 2.5-40 mg, 5-10 mg, 5-20 mg, 5-40 mg",Tier 1,DO
treprostinil injection solution,Tier 4,PA; SP; LD
VENTAVIS INHALATION SOLUTION (iloprost),Tier 4,PA; SP; LD; QL (9 mL per 1 day)
ADEMPAS ORAL TABLET (riociguat),Tier 4,PA; SP; LD; QL (3 tablets per 1 day)
ambrisentan oral tablet,Tier 4,PA; SP; LD; QL (1 tablet per 1 day)
tadalafil (pah) (Alyq Oral Tablet),Tier 4,PA; SP; QL (2 tablets per 1 day)
tadalafil (pah) oral tablet,Tier 4,PA; SP; QL (2 tablet per 1 day)
"tadalafil oral tablet 10 mg, 20 mg",Tier 1,PA; QL (8 tablets per 25 days)
"tadalafil oral tablet 2.5 mg, 5 mg",Tier 1,PA; QL (30 tablets per 25 days)
cefadroxil oral capsule,Tier 1,
cefadroxil oral suspension reconstituted,Tier 1,
cefadroxil oral tablet,Tier 1,
cephalexin oral capsule,Tier 1,
cephalexin oral suspension reconstituted,Tier 1,
cephalexin oral tablet,Tier 1,
cefaclor er oral tablet extended release 12 hour,Tier 2,
cefaclor oral capsule,Tier 1,
cefaclor oral suspension reconstituted,Tier 1,
cefprozil oral suspension reconstituted,Tier 1,
cefprozil oral tablet,Tier 1,
cefuroxime axetil oral tablet,Tier 1,
cefdinir oral capsule,Tier 1,
cefdinir oral suspension reconstituted,Tier 1,
cefditoren pivoxil oral tablet,Tier 2,
cefixime oral capsule,Tier 2,
cefpodoxime proxetil oral suspension reconstituted,Tier 2,
cefpodoxime proxetil oral tablet,Tier 2,
SUPRAX ORAL SUSPENSION RECONSTITUTED (cefixime),Tier 3,
desogestrel-ethinyl estradiol (Azurette Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Bekyree Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol oral tablet,Tier 1; $0,
desogestrel-ethinyl estradiol (Kariva Oral Tablet),Tier 1; $0,
LO LOESTRIN FE ORAL TABLET (norethin-eth estrad-fe biphas),Tier 3; $0,
desogestrel-ethinyl estradiol (Pimtrea Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Simliya Oral Tablet),Tier 1; $0,
viorele oral tablet,Tier 1; $0,
desogestrel-ethinyl estradiol (Volnea Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Afirmelle Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Altavera Oral Tablet),Tier 1; $0,
alyacen 1/35 oral tablet,Tier 1; $0,
desogestrel-ethinyl estradiol (Apri Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Aubra Eq Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Aubra Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Aurovela 1.5/30 Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Aurovela 1/20 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Aurovela 24 Fe Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Aurovela Fe 1.5/30 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Aurovela Fe 1/20 Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Aviane Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Ayuna Oral Tablet),Tier 1; $0,
BALCOLTRA ORAL TABLET (levonorgest-eth estrad-fe bisg),Tier 3; $0,
norethindrone-eth estradiol (Balziva Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Blisovi 24 Fe Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Blisovi Fe 1.5/30 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Blisovi Fe 1/20 Oral Tablet),Tier 1; $0,
briellyn oral tablet,Tier 1; $0,
levonorgestrel-ethinyl estrad (Chateal Eq Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Chateal Oral Tablet),Tier 1; $0,
norgestrel-ethinyl estradiol (Cryselle-28 Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Cyclafem 1/35 Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Cyred Eq Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Cyred Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Dasetta 1/35 Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Delyla Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol oral tablet,Tier 1; $0,
drospiren-eth estrad-levomefol oral tablet,Tier 1; $0,
drospirenone-ethinyl estradiol oral tablet,Tier 1; $0,
norgestrel-ethinyl estradiol (Elinest Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Emoquette Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Enskyce Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Estarylla Oral Tablet),Tier 1; $0,
ethynodiol diac-eth estradiol oral tablet,Tier 1; $0,
levonorgestrel-ethinyl estrad (Falmina Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Femynor Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Gianvi Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Hailey 1.5/30 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Hailey 24 Fe Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Isibloom Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Jasmiel Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Juleber Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Junel 1.5/30 Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Junel 1/20 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Junel Fe 1.5/30 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Junel Fe 1/20 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Junel Fe 24 Oral Tablet),Tier 1; $0,
norethin-eth estradiol-fe (Kaitlib Fe Oral Tablet Chewable),Tier 1; $0,
desogestrel-ethinyl estradiol (Kalliga Oral Tablet),Tier 1; $0,
ethynodiol diac-eth estradiol (Kelnor 1/35 Oral Tablet),Tier 1; $0,
ethynodiol diac-eth estradiol (Kelnor 1/50 Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Kurvelo Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Larin 1.5/30 Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Larin 1/20 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Larin 24 Fe Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Larin Fe 1.5/30 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Larin Fe 1/20 Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Larissia Oral Tablet),Tier 1; $0,
norethin-eth estradiol-fe (Layolis Fe Oral Tablet Chewable),Tier 1; $0,
levonorgestrel-ethinyl estrad (Lessina Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad oral tablet,Tier 1; $0,
levonorgestrel-ethinyl estrad (Levora 0.15/30 (28) Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Lillow Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Loryna Oral Tablet),Tier 1; $0,
norgestrel-ethinyl estradiol (Low-Ogestrel Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Lo-Zumandimine Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Lutera Oral Tablet),Tier 1; $0,
marlissa oral tablet,Tier 1; $0,
norethin ace-eth estrad-fe (Melodetta 24 Fe Oral Tablet Chewable),Tier 1; $0,
norethin ace-eth estrad-fe (Mibelas 24 Fe Oral Tablet Chewable),Tier 1; $0,
norethindrone acet-ethinyl est (Microgestin 1.5/30 Oral Tablet),Tier 1; $0,
norethindrone acet-ethinyl est (Microgestin 1/20 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Microgestin Fe 1.5/30 Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Microgestin Fe 1/20 Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Mili Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Mono-Linyah Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Mononessa Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Necon 0.5/35 (28) Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Necon 1/35 (28) Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Nikki Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe oral tablet,Tier 1; $0,
norethin ace-eth estrad-fe oral tablet chewable,Tier 1; $0,
norethindrone acet-ethinyl est oral tablet,Tier 1; $0,
norethin-eth estradiol-fe oral tablet chewable,Tier 1; $0,
norgestimate-eth estradiol oral tablet,Tier 1; $0,
norethindrone-eth estradiol (Nortrel 0.5/35 (28) Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Nortrel 1/35 (21) Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Nortrel 1/35 (28) Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Ocella Oral Tablet),Tier 1; $0,
OGESTREL ORAL TABLET (norgestrel-ethinyl estradiol),Tier 1; $0,
levonorgestrel-ethinyl estrad (Orsythia Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Philith Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Pirmella 1/35 Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Portia-28 Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Previfem Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Reclipsen Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Sprintec 28 Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Sronyx Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Syeda Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Tarina 24 Fe Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Tarina Fe 1/20 Eq Oral Tablet),Tier 1; $0,
norethin ace-eth estrad-fe (Tarina Fe 1/20 Oral Tablet),Tier 1; $0,
TAYTULLA ORAL CAPSULE (norethin ace-eth estrad-fe),Tier 3; $0,
drospiren-eth estrad-levomefol (Tydemy Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad (Vienva Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Vyfemla Oral Tablet),Tier 1; $0,
norgestimate-eth estradiol (Vylibra Oral Tablet),Tier 1; $0,
norethindrone-eth estradiol (Wera Oral Tablet),Tier 1; $0,
norethin-eth estradiol-fe (Wymzya Fe Oral Tablet Chewable),Tier 1; $0,
drospirenone-ethinyl estradiol (Zarah Oral Tablet),Tier 1; $0,
ethynodiol diac-eth estradiol (Zovia 1/35E (28) Oral Tablet),Tier 1; $0,
drospirenone-ethinyl estradiol (Zumandimine Oral Tablet),Tier 1; $0,
XULANE TRANSDERMAL PATCH WEEKLY (norelgestromin-eth estradiol),Tier 1; $0,
etonogestrel-ethinyl estradiol (Eluryng Vaginal Ring),Tier 1; $0,
etonogestrel-ethinyl estradiol vaginal ring,Tier 1; $0,
NUVARING VAGINAL RING (etonogestrel-ethinyl estradiol),Tier 3; $0,
levonorgestrel-ethinyl estrad (Amethyst Oral Tablet),Tier 1; $0,
levonorgestrel-ethinyl estrad oral tablet,Tier 1; $0,
AFTERA ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
ECONTRA EZ ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
ECONTRA ONE-STEP ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
ELLA ORAL TABLET (ulipristal acetate),Tier 3; $0,
levonorgestrel oral tablet,Tier 1; $0,QL (1 tablet per 30 days)
MY CHOICE ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
MY WAY ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
OPCICON ONE-STEP ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
OPTION 2 ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
TAKE ACTION ORAL TABLET (levonorgestrel),Tier 1; $0,QL (1 tablet per 30 days)
levonorgest-eth estrad 91-day (Amethia Lo Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Amethia Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Ashlyna Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Camrese Lo Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Camrese Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Daysee Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Fayosim Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Introvale Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Jaimiess Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Jolessa Oral Tablet),Tier 1; $0,
levonorgest-eth est & eth est oral tablet,Tier 1; $0,
levonorgest-eth estrad 91-day oral tablet,Tier 1; $0,
levonorgest-eth estrad 91-day (Lojaimiess Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Rivelsa Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Setlakin Oral Tablet),Tier 1; $0,
levonorgest-eth estrad 91-day (Simpesse Oral Tablet),Tier 1; $0,
NATAZIA ORAL TABLET (estradiol valerate-dienogest),Tier 3; $0,
medroxyprogesterone acetate intramuscular suspension,Tier 1; $0,
medroxyprogesterone acetate intramuscular suspension prefilled syringe,Tier 1; $0,
norethindrone (Camila Oral Tablet),Tier 1; $0,
norethindrone (Deblitane Oral Tablet),Tier 1; $0,
norethindrone (Errin Oral Tablet),Tier 1; $0,
norethindrone (Heather Oral Tablet),Tier 1; $0,
norethindrone (Incassia Oral Tablet),Tier 1; $0,
norethindrone (Jencycla Oral Tablet),Tier 1; $0,
norethindrone (Lyza Oral Tablet),Tier 1; $0,
norethindrone (Nora-Be Oral Tablet),Tier 1; $0,
norethindrone oral tablet,Tier 1; $0,
norethindrone (Norlyda Oral Tablet),Tier 1; $0,
norethindrone (Norlyroc Oral Tablet),Tier 1; $0,
norethindrone (Sharobel Oral Tablet),Tier 1; $0,
SLYND ORAL TABLET (drospirenone),Tier 3; $0,
norethindrone (Tulana Oral Tablet),Tier 1; $0,
alyacen 7/7/7 oral tablet,Tier 1; $0,
norethin-eth estrad triphasic (Aranelle Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Caziant Oral Tablet),Tier 1; $0,
norethin-eth estrad triphasic (Cyclafem 7/7/7 Oral Tablet),Tier 1; $0,
norethin-eth estrad triphasic (Dasetta 7/7/7 Oral Tablet),Tier 1; $0,
levonorg-eth estrad triphasic (Enpresse-28 Oral Tablet),Tier 1; $0,
norethin-eth estrad triphasic (Leena Oral Tablet),Tier 1; $0,
levonorg-eth estrad triphasic (Levonest Oral Tablet),Tier 1; $0,
levonorg-eth estrad triphasic oral tablet,Tier 1; $0,
norgestim-eth estrad triphasic oral tablet,Tier 1; $0,
norethin-eth estrad triphasic (Nortrel 7/7/7 Oral Tablet),Tier 1; $0,
norethin-eth estrad triphasic (Pirmella 7/7/7 Oral Tablet),Tier 1; $0,
norethindron-ethinyl estrad-fe (Tilia Fe Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri Femynor Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Estarylla Oral Tablet),Tier 1; $0,
norethindron-ethinyl estrad-fe (Tri-Legest Fe Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Linyah Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Lo-Estarylla Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Lo-Marzia Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Lo-Mili Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Lo-Sprintec Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Mili Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Trinessa (28) Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Previfem Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Sprintec Oral Tablet),Tier 1; $0,
levonorg-eth estrad triphasic (Trivora (28) Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Vylibra Lo Oral Tablet),Tier 1; $0,
norgestim-eth estrad triphasic (Tri-Vylibra Oral Tablet),Tier 1; $0,
desogestrel-ethinyl estradiol (Velivet Oral Tablet),Tier 1; $0,
budesonide oral capsule delayed release particles,Tier 2,QL (3 capsule per 1 day)
cortisone acetate oral tablet,Tier 1,
dexamethasone (Decadron Oral Tablet),Tier 1,
dexamethasone oral elixir,Tier 1,
dexamethasone oral solution,Tier 1,
dexamethasone oral tablet,Tier 1,
