Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
TEMOVATE CREA (Use Clobetasol Propionate),NF,
TEMOVATE OINT (Use Clobetasol Propionate),NF,
TEXACORT SOLN,3,
"TOPICORT CREA 0.05 %, 0.25 % (Use Desoximetasone)",NF,
TOPICORT GEL 0.05 % (Use Desoximetasone),NF,
TOPICORT LIQD 0.25 % (Use Desoximetasone),NF,ST
"TOPICORT OINT 0.05 %, 0.25 % (Use Desoximetasone)",NF,
triamcinolone acetonide (topical) aers,1,
triamcinolone acetonide (topical) crea,1,
triamcinolone acetonide (topical) lotn,1,
triamcinolone acetonide (topical) oint,1,
TRIDESILON CREA (Use Desonide),NF,
ULTRAVATE CREA (Use Halobetasol Propionate),NF,
ULTRAVATE OINT (Use Halobetasol Propionate),NF,
VANOS CREA (Use Fluocinonide),NF,
WESTCORT OINT (Use Hydrocortisone Valerate),NF,
DUPIXENT SOSY 200 MG/1.14ML,SP,PA
DUPIXENT SOSY 300 MG/2ML,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;LA
GORDONS UREA OINT,3,
HYDRO 35 FOAM (Use Urea in Lactic Acid Vehicle),NF,
URAMAXIN FOAM 20%,3,
URAMAXIN GEL 45 % (Use Urea),NF,
URAMAXIN GT GEL (Use Urea),NF,
URAMAXIN LOTN 45 % (Use Urea),NF,
urea gel 45 %,1,
urea in lactic acid vehicle foam,1,
UREA IN ZINC UNDECYLENATE/LACTIC ACID VEHICLE EMUL,3,
urea lotn 40 %,1,
UREA LOTN 45 %,3,
UREA NAIL STCK,3,
UREA TOPICAL SUSP,3,
LAC-HYDRIN CREA (Use Lactic Acid (Ammonium Lactate)),NF,RX/OTC
lactic acid (ammonium lactate) crea,1,RX/OTC
SODIUM HYALURONATE GEL,3,
SANTYL OINT,3,
ALDARA CREA (Use Imiquimod),NF,
imiquimod crea,1,
ELIDEL CREA (Use Pimecrolimus),NF,QL(2 gm daily)
pimecrolimus crea,1,QL(2 gm daily)
PROTOPIC OINT 0.03 % (Use Tacrolimus (Topical)),NF,QL(2 gm daily); AL(At least 2 yrs old)
PROTOPIC OINT 0.1 % (Use Tacrolimus (Topical)),NF,QL(2 gm daily); AL(At least 15 yrs old)
tacrolimus (topical) oint 0.03 %,1,QL(2 gm daily); AL(At least 2 yrs old)
tacrolimus (topical) oint 0.1 %,1,QL(2 gm daily); AL(At least 15 yrs old)
BENSAL HP OINT,3,
CONDYLOX GEL,2,
PODOCON 25 IN BENZOIN TINCTURE SOLN,3,
podofilox soln,1,
SALEX SHAM (Use Salicylic Acid),NF,
salicylic acid crea 6 %,1,
SALICYLIC ACID LOTN 6 %,2,
salicylic acid lotn 6 %,1,
salicylic acid sham 6 %,1,
MEDROX-RX OINT,3,PA
ANASTIA LOTN,2,
C-TOPICAL SOLN,3,
CETACAINE AERO,3,
lidocaine hcl soln ex,1,
lidocaine ptch,1,Limited to 3 patches per day;QL(3 ea daily)
lidocaine-prilocaine crea,1,
LIDODERM PTCH (Use Lidocaine),NF,Limited to 3 patches per day;QL(3 ea daily)
NUMBONEX LOTN,2,
PREMIUM SCAR PATCH PTCH,3,
DRYSOL SOLN,2,
XERAC AC SOLN,3,
EUCRISA OINT,3,PA; Limited to 60 gm per month;QL(2 gm daily)
azelaic acid gel,1,
DOXYCYCLINE CPDR,3,PA; QL(1 ea daily)
FINACEA FOAM,3,
FINACEA GEL (Use Azelaic Acid),NF,
ivermectin (rosacea) crea,1,PA; QL(1.5 gm daily)
METROCREAM CREA (Use Metronidazole (Topical)),NF,
METROGEL GEL (Use Metronidazole (Topical)),NF,
METROLOTION LOTN (Use Metronidazole (Topical)),NF,QL(2 ml daily)
metronidazole (topical) crea 0.75 %,1,
metronidazole (topical) gel 0.75 %,1,Limit 45gms per month;QL(1.5 gm daily)
metronidazole (topical) gel 1 %,1,
metronidazole (topical) lotn 0.75 %,1,QL(2 ml daily)
MIRVASO GEL,3,PA
NORITATE CREA,SP,PA
ORACEA CPDR,3,PA; QL(1 ea daily)
RHOFADE CREA,3,PA
SOOLANTRA CREA (Use Ivermectin (Rosacea)),NF,PA; QL(1.5 gm daily)
ELIMITE CREA (Use Permethrin),NF,QL(2 gm daily)
EURAX CREA,2,
malathion lotn,1,
NATROBA SUSP,NF,AL(At least 4 yrs old)
OVIDE LOTN (Use Malathion),NF,
permethrin crea,1,QL(2 gm daily)
SKLICE LOTN,3,
SPINOSAD SUSP,NF,AL(At least 4 yrs old)
REGRANEX GEL,3,Limit 15gms per month;QL(0.5 gm daily)
GLUCAGEN DIAGNOSTIC SOLR,SP,PA
METOPIRONE CAPS,3,
FREESTYLE INSULINX BLOODGLUCOSE TEST STRIPS STRP,2,Limit 200 per month without authorization;Q L(6.7 ea daily); RX/OTC
FREESTYLE INSULINX BLOODGLUCOSE TEST STRP,2,Limit 200 per month without authorization;Q L(6.7 ea daily); RX/OTC
FREESTYLE LITE TEST STRIPS STRP,2,Limit 200 per month without authorization;Q L(6.7 ea daily); RX/OTC
FREESTYLE TEST STRIPS STRP,2,Limit 200 per month without authorization;Q L(6.7 ea daily); RX/OTC
KETONE STRP,2,
KETOSTIX STRP,2,
ONETOUCH ULTRA BLUE STRP,2,Limit 200 per month without authorization;Q L(6.7 ea daily); RX/OTC
ONETOUCH VERIO TEST STRIPS STRP,2,Limit 200 per month without authorization;Q L(6.7 ea daily); RX/OTC
PRECISION XTRA BLOOD GLUCOSE TEST STRIPS STRP,2,Limit 200 per month without authorization;Q L(6.7 ea daily); RX/OTC
RELION KETONE STRP,2,
CREON CPEP,2,
PANCREAZE CPEP,3,
PERTZYE CPEP,3,
SUCRAID SOLN,SP,PA; AC
VIOKACE TABS,3,
ZENPEP CPEP,2,
acetazolamide cp12 500 mg,1,QL(2 ea daily)
acetazolamide tabs 125 mg,1,
acetazolamide tabs 250 mg,1,QL(4 ea daily)
DIAMOX CP12 (Use Acetazolamide),NF,QL(2 ea daily)
KEVEYIS TABS,SP,PA
methazolamide tabs,1,
NEPTAZANE TABS (Use Methazolamide),NF,
ALDACTAZIDE TABS 25MG-25MG (Use Spironolactone & Hydrochlorothiazide),NF,
ALDACTAZIDE TABS 50MG-50MG,2,
amiloride & hydrochlorothiazide tabs,1,
DYAZIDE CAPS (Use Triamterene & Hydrochlorothiazide),NF,
MAXZIDE TABS (Use Triamterene & Hydrochlorothiazide),NF,QL(1 ea daily)
MAXZIDE-25 TABS (Use Triamterene & Hydrochlorothiazide),NF,QL(2 ea daily)
spironolactone & hydrochlorothiazide tabs,1,
triamterene & hydrochlorothiazide caps 37.5mg-25mg,1,
triamterene & hydrochlorothiazide tabs 37.5mg-25mg,1,QL(2 ea daily)
triamterene & hydrochlorothiazide tabs 75mg-50mg,1,QL(1 ea daily)
"bumetanide tabs 0.5 mg, 1 mg",1,
bumetanide tabs 2 mg,1,QL(5 ea daily)
"BUMEX TABS 0.5 MG, 1 MG (Use Bumetanide)",NF,
BUMEX TABS 2 MG (Use Bumetanide),NF,QL(5 ea daily)
DEMADEX TABS (Use Torsemide),NF,
EDECRIN TABS (Use Ethacrynic Acid),NF,ST
ethacrynic acid tabs,1,ST
furosemide soln 10 mg/ml,1,
FUROSEMIDE SOLN 8 MG/ML,3,
"furosemide tabs 20 mg, 40 mg, 80 mg",1,
LASIX TABS (Use Furosemide),NF,
torsemide tabs 100 mg,1,QL(2 ea daily)
"torsemide tabs 5 mg, 10 mg, 20 mg",1,
ALDACTONE TABS (Use Spironolactone),NF,
amiloride hcl tabs,1,
DYRENIUM CAPS (Use Triamterene),NF,
spironolactone tabs,1,
triamterene caps,1,
"CHLOROTHIAZIDE TABS 250 MG, 500 MG",3,
chlorothiazide tabs 500 mg,1,
chlorthalidone tabs,1,
DIURIL SUSP,3,
hydrochlorothiazide caps,1,
hydrochlorothiazide tabs,1,
indapamide tabs,1,
methyclothiazide tabs,1,
metolazone tabs,1,
MICROZIDE CAPS (Use Hydrochlorothiazide),NF,
ACTONEL TABS 150 MG (Use Risedronate Sodium),NF,ST; Limited to 1 per month;QL(0.04 ea daily)
"ACTONEL TABS 5 MG, 30 MG, 35 MG (Use Risedronate Sodium)",NF,ST
alendronate sodium soln 70 mg/75ml,1,
alendronate sodium tabs 35 mg,1,Limit 1 tab per week;QL(0.144 ea daily)
alendronate sodium tabs 40 mg,1,
ALENDRONATE SODIUM TABS 5 MG,2,QL(1 ea daily)
"alendronate sodium tabs 5 mg, 10 mg",1,QL(1 ea daily)
alendronate sodium tabs 70 mg,1,Limit 1 tab per week;QL(0.15 ea daily)
BINOSTO TBEF,3,PA; Limit 4 packets per month;QL(0.15 ea daily)
BONIVA TABS (Use Ibandronate Sodium),NF,Limit 1 per month;QL(0.04 ea daily)
calcitonin (salmon) soln,1,
etidronate disodium tabs,1,
FORTEO SOLN,SP,PA; LA
FOSAMAX PLUS D TABS,3,PA; Limit 4 per month;QL(0.15 ea daily)
FOSAMAX TABS (Use Alendronate Sodium),NF,Limit 1 tab per week;QL(0.15 ea daily)
ibandronate sodium tabs,1,Limit 1 per month;QL(0.04 ea daily)
MIACALCIN SOLN,SP,PA; LA
NATPARA CART,SP,PA; LA
PROLIA SOSY,SP,PA; LA
risedronate sodium tabs 150 mg,1,ST; Limited to 1 per month;QL(0.04 ea daily)
"risedronate sodium tabs 5 mg, 30 mg, 35 mg",1,ST
TYMLOS SOPN,SP,PA; LA
clomiphene citrate tabs,1,"Check plan documents for coverage;QL(1 5 ea per fill retail,00 ea per fill mail,15 ea per 30 days retail)"
SOMAVERT SOLR,SP,PA; LA
HUMATROPE COMBO PACK SOLR,SP,PA; Must use AcariaHlth Sp Rx 1-844-538- 4661;LA
HUMATROPE SOLR 5 MG,SP,PA; Must use AcariaHlth Sp Rx 1-844-538- 4661;LA
"HUMATROPE SOLR 6 MG, 12 MG, 24 MG",SP,PA; LA
NORDITROPIN FLEXPRO SOLN,SP,PA; LA
SEROSTIM SOLR,SP,PA; LA
ZOMACTON SOLR,SP,PA
ZORBTIVE SOLR,SP,PA; LA
EVISTA TABS (Use Raloxifene HCl),PV,PV
OSPHENA TABS,3,
raloxifene hcl tabs,PV,PV
INCRELEX SOLN,SP,PA; LA
SYNAREL SOLN,2,
BUPHENYL POWD (Use Sodium Phenylbutyrate),SP,PA
BUPHENYL TABS (Use Sodium Phenylbutyrate),SP,PA
calcitriol caps 0.25 mcg,1,
calcitriol caps 0.5 mcg,1,QL(4 ea daily)
calcitriol soln 1 mcg/ml,1,
CARBAGLU TABS,SP,PA
CARNITOR SF SOLN (Use Levocarnitine (Metabolic Modifiers)),NF,
CARNITOR SOLN 1 GM/10ML (Use Levocarnitine (Metabolic Modifiers)),NF,
CARNITOR TABS 330 MG (Use Levocarnitine (Metabolic Modifiers)),NF,RX/OTC
cinacalcet hcl tabs,1,PA
CYSTADANE POWD,SP,PA
doxercalciferol caps,2,
GALAFOLD CAPS,SP,PA; QL(0.5 ea daily)
HECTOROL CAPS (Use Doxercalciferol),NF,
KUVAN PACK,SP,Specialty Drug refer to Caremark SP RX
KUVAN TBSO,SP,Specialty Drug refer to Caremark SP RX
levocarnitine (metabolic modifiers) soln 1 gm/10ml,1,
levocarnitine (metabolic modifiers) tabs 330 mg,1,RX/OTC
MYALEPT SOLR,SP,PA; LA
nitisinone caps,SP,PA
NITYR TABS,SP,PA
"ORFADIN CAPS 2 MG, 5 MG, 10 MG (Use Nitisinone)",SP,PA
ORFADIN CAPS 20 MG,SP,PA
ORFADIN SUSP 4 MG/ML,SP,PA
PALYNZIQ SOSY,SP,PA
paricalcitol caps,1,
RAVICTI LIQD,SP,
ROCALTROL CAPS 0.25 MCG (Use Calcitriol),NF,
ROCALTROL CAPS 0.5 MCG (Use Calcitriol),NF,QL(4 ea daily)
ROCALTROL SOLN 1 MCG/ML (Use Calcitriol),NF,
SENSIPAR TABS (Use Cinacalcet HCl),NF,PA
sodium phenylbutyrate powd,SP,PA
sodium phenylbutyrate tabs,SP,PA
STRENSIQ SOLN,SP,PA
XURIDEN PACK,SP,
ZEMPLAR CAPS (Use Paricalcitol),NF,
DDAVP SOLN NA 0.01 %,2,
DDAVP SOLN NA 0.01 % (Use Desmopressin Acetate Spray),NF,
DDAVP TABS OR 0.1 MG (Use Desmopressin Acetate),NF,
DDAVP TABS OR 0.2 MG (Use Desmopressin Acetate),NF,QL(6 ea daily)
desmopressin acetate spray refrigerated soln,1,
desmopressin acetate spray soln,1,
desmopressin acetate tabs 0.1 mg,1,
desmopressin acetate tabs 0.2 mg,1,QL(6 ea daily)
NOCTIVA EMUL,3,PA
STIMATE SOLN,3,
cabergoline tabs,1,
OCTREOTIDE ACETATE SOLN 1000 MCG/ML (Use Octreotide Acetate),SP,PA; LA
OCTREOTIDE ACETATE SOLN 200 MCG/ML (Use Octreotide Acetate),SP,PA
"octreotide acetate soln 50 mcg/ml, 100 mcg/ml, 200 mcg/ml",SP,PA
"octreotide acetate soln 500 mcg/ml, 1000 mcg/ml",SP,PA; LA
"SANDOSTATIN SOLN 50 MCG/ML, 100 MCG/ML, 200 MCG/ML (Use Octreotide Acetate)",NF,Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;LA
"SANDOSTATIN SOLN 500 MCG/ML, 1000 MCG/ML (Use Octreotide Acetate)",SP,PA; LA
SIGNIFOR SOLN,SP,PA; LA
JYNARQUE TBPK,SP,PA; SP
ACTIVELLA TABS (Use Estradiol & Norethindrone Acetate),NF,
ANGELIQ TABS,3,
CLIMARA PRO PTWK,2,
COMBIPATCH PTTW,3,
DUAVEE TABS,3,
estradiol & norethindrone acetate tabs,1,
FEMHRT LOW DOSE TABS (Use Norethindrone Acetate-Ethinyl Estradiol),NF,
norethindrone acetate- ethinyl estradiol tabs,1,
PREFEST TABS,3,
PREMPHASE TABS,2,
PREMPRO TABS,2,
ALORA PTTW,2,Limit 8 patches per month;QL(0.29 ea daily)
CLIMARA PTWK (Use Estradiol),NF,Limit 4 patches per month;QL(0.14 3 ea daily)
"DIVIGEL GEL 0.25 MG/0.25GM, 0.5 MG/0.5GM, 1 MG/GM",3,
ELESTRIN GEL,3,
ESTRACE TABS (Use Estradiol),NF,
"estradiol pttw td 0.0375 mg/24hr, 0.025 mg/24hr, 0.075 mg/24hr, 0.05 mg/24hr, 0.1 mg/24hr",1,Limit 8 patches per month;QL(0.29 ea daily)
"estradiol ptwk td 0.025 mg/24hr, 0.075 mg/24hr, 0.05 mg/24hr, 0.06 mg/24hr, 0.1 mg/24hr, 37.5 mcg/24hr",1,Limit 4 patches per month;QL(0.14 3 ea daily)
"estradiol tabs or 0.5 mg, 1 mg, 2 mg",1,
ESTROGEL GEL,3,Limit 50gms per month;QL(1.67 gm daily)
"ESTROPIPATE TABS 0.75 MG, 1.5 MG",2,
estropipate tabs 3 mg,1,
EVAMIST SOLN,3,
MENEST TABS,2,
MENOSTAR PTWK,3,Limit 4 patches per month;QL(0.14 3 ea daily)
MINIVELLE PTTW (Use Estradiol),NF,Limit 8 patches per month;QL(0.29 ea daily)
"PREMARIN TABS OR 0.625 MG, 0.45 MG, 0.3 MG, 1.25 MG",2,QL(1 ea daily)
PREMARIN TABS OR 0.9 MG,2,
VIVELLE-DOT PTTW (Use Estradiol),NF,Limit 8 patches per month;QL(0.29 ea daily)
AVELOX TABS (Use Moxifloxacin HCl),NF,
CIPRO SUSR 5 GM/100ML,2,
CIPRO SUSR 500 MG/5ML (Use Ciprofloxacin),NF,
"CIPRO TABS 250 MG, 500 MG (Use Ciprofloxacin HCl)",NF,
CIPROFLOXACIN ER TB24 1000MG,2,"QL(14 ea per fill retail,14 ea per fill mail)"
CIPROFLOXACIN ER TB24 500MG,2,"QL(3 ea per fill retail,3 ea per fill mail)"
CIPROFLOXACIN HCL TABS 100 MG,2,
"ciprofloxacin hcl tabs 250 mg, 500 mg, 750 mg",1,
ciprofloxacin susr,1,
LEVAQUIN TABS (Use Levofloxacin),NF,QL(14 ea per fill retail)
levofloxacin soln 25 mg/ml,1,
"levofloxacin tabs 250 mg, 500 mg, 750 mg",1,QL(14 ea per fill retail)
moxifloxacin hcl tabs,1,
OFLOXACIN TABS 300 MG,3,
ofloxacin tabs 400 mg,1,"QL(28 ea per 90 days retail,28 ea per 90 days mail)"
OCALIVA TABS,SP,PA
ACTIGALL CAPS (Use Ursodiol),NF,
CHENODAL TABS,SP,PA
URSO 250 TABS (Use Ursodiol),NF,
URSO FORTE TABS (Use Ursodiol),NF,
ursodiol caps 300 mg,2,
"ursodiol tabs 250 mg, 500 mg",1,
AMITIZA CAPS,2,
metoclopramide hcl soln,1,
metoclopramide hcl tabs,1,
METOCLOPRAMIDE ODT TBDP,3,
REGLAN TABS (Use Metoclopramide HCl),NF,
APRISO CP24,3,PA; QL(4 ea daily)
ASACOL HD TBEC (Use Mesalamine),NF,
AZULFIDINE EN-TABS TBEC (Use Sulfasalazine),NF,QL(8 ea daily)
AZULFIDINE TABS (Use Sulfasalazine),NF,QL(8 ea daily)
balsalazide disodium caps,1,Limit 280 caps per month;QL(9 ea daily)
CANASA SUPP (Use Mesalamine),NF,QL(1 ea daily)
CIMZIA KIT,SP,PA; LA
CIMZIA STARTER KIT KIT,SP,PA; LA
COLAZAL CAPS (Use Balsalazide Disodium),NF,Limit 280 caps per month;QL(9 ea daily)
DELZICOL CPDR (Use Mesalamine),NF,PA; QL(6 ea daily)
DIPENTUM CAPS,3,
GIAZO TABS,3,ST; QL(6 ea daily)
INFLECTRA SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;SP
LIALDA TBEC (Use Mesalamine),NF,QL(4 ea daily)
mesalamine cpdr or 400 mg,1,PA; QL(6 ea daily)
mesalamine enem re 4 gm,1,QL(60 ml daily)
mesalamine supp re 1000 mg,1,QL(1 ea daily)
mesalamine tbec or 1.2 gm,1,QL(4 ea daily)
mesalamine tbec or 800 mg,1,
PENTASA CPCR 250 MG,3,PA
PENTASA CPCR 500 MG,3,PA; QL(8 ea daily)
REMICADE SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;LA
SFROWASA ENEM,2,
STELARA SOLN,SP,PA; LA
sulfasalazine tabs,1,QL(8 ea daily)
sulfasalazine tbec,1,QL(8 ea daily)
lactulose (encephalopathy) soln,1,
alosetron hcl tabs,2,
LINZESS CAPS,2,
LOTRONEX TABS (Use Alosetron HCl),NF,
VIBERZI TABS,3,PA
ENTEREG CAPS,3,
MOVANTIK TABS 12.5 MG,3,
MOVANTIK TABS 25 MG,3,QL(1 ea daily)
"RELISTOR SOLN SC 8 MG/0.4ML, 12 MG/0.6ML",SP,PA; LA
RELISTOR TABS OR 150 MG,SP,PA
AURYXIA TABS,3,PA
calcium acetate (phosphate binder) caps,1,
calcium acetate (phosphate binder) tabs,1,RX/OTC
FOSRENOL CHEW 1000 MG (Use Lanthanum Carbonate),NF,QL(3 ea daily)
FOSRENOL CHEW 500 MG (Use Lanthanum Carbonate),NF,
FOSRENOL CHEW 750 MG (Use Lanthanum Carbonate),NF,QL(4 ea daily)
"FOSRENOL PACK 750 MG, 1000 MG",3,
lanthanum carbonate chew 1000 mg,1,QL(3 ea daily)
lanthanum carbonate chew 500 mg,1,
lanthanum carbonate chew 750 mg,1,QL(4 ea daily)
PHOSLYRA SOLN,3,
RENAGEL TABS 400 MG,3,PA
RENAGEL TABS 800 MG (Use Sevelamer HCl),NF,PA; QL(16 ea daily)
RENVELA PACK 0.8 GM (Use Sevelamer Carbonate),NF,
RENVELA PACK 2.4 GM (Use Sevelamer Carbonate),NF,QL(5 ea daily)
RENVELA TABS 800 MG (Use Sevelamer Carbonate),NF,
sevelamer carbonate pack 0.8 gm,1,
sevelamer carbonate pack 2.4 gm,1,QL(5 ea daily)
sevelamer carbonate tabs 800 mg,1,
sevelamer hcl tabs,1,PA; QL(16 ea daily)
SEVELAMER HYDROCHLORIDE TABS,3,PA
GATTEX KIT,SP,PA; Specialty Drug refer to Caremark SP RX;LA
XERMELO TABS,SP,PA; Not available through mail
K-PHOS NO 2 TABS,2,
ORACIT SOLN,3,
pot & sod citrates w/citric ac soln,1,
pot & sod citrates w/citric ac syrp,1,
"potassium citrate (alkalinizer) tbcr 15 meq, 540 mg, 1080 mg",1,
potassium citrate-citric acid pack 3300mg-1002mg,1,
"potassium citrate-citric acid soln 1100mg/5ml- 334mg/5ml, 1100mg/5ml- 1100mg/5ml-334mg/5ml- 334mg/5ml",1,RX/OTC
sodium citrate & citric acid soln,1,RX/OTC
UROCIT-K 10 TBCR (Use Potassium Citrate (Alkalinizer)),NF,
UROCIT-K 15 TBCR (Use Potassium Citrate (Alkalinizer)),NF,
UROCIT-K 5 TBCR (Use Potassium Citrate (Alkalinizer)),NF,
CYSTAGON CAPS,SP,PA
PROCYSBI CPDR,SP,
ELMIRON CAPS,3,QL(3 ea daily)
alfuzosin hcl tb24,1,QL(1 ea daily)
AVODART CAPS (Use Dutasteride),NF,AL(At least 40 yrs old)
CARDURA XL TB24,3,
dutasteride caps,1,AL(At least 40 yrs old)
dutasteride-tamsulosin hcl caps,1,
finasteride tabs,1,QL(1 ea daily); AL(At least 40 yrs old)
FLOMAX CAPS (Use Tamsulosin HCl),NF,QL(2 ea daily)
JALYN CAPS (Use Dutasteride-Tamsulosin HCl),NF,
PROSCAR TABS (Use Finasteride),NF,QL(1 ea daily); AL(At least 40 yrs old)
RAPAFLO CAPS 4 MG,3,
RAPAFLO CAPS 4 MG (Use Silodosin),NF,
RAPAFLO CAPS 8 MG (Use Silodosin),NF,QL(1 ea daily)
silodosin caps 4 mg,1,
silodosin caps 8 mg,1,QL(1 ea daily)
tamsulosin hcl caps,1,QL(2 ea daily)
UROXATRAL TB24 (Use Alfuzosin HCl),NF,QL(1 ea daily)
LITHOSTAT TABS,3,
THIOLA TABS,3,
colchicine w/ probenecid tabs,1,
DUZALLO TABS,3,PA
allopurinol tabs 100 mg,1,QL(3 ea daily)
allopurinol tabs 300 mg,1,QL(2 ea daily)
COLCHICINE CAPS,3,
colchicine tabs,1,
COLCRYS TABS (Use Colchicine),NF,
febuxostat tabs 40 mg,1,QL(2 ea daily)
febuxostat tabs 80 mg,1,QL(1 ea daily)
MITIGARE CAPS,3,
ULORIC TABS 40 MG (Use Febuxostat),NF,QL(2 ea daily)
ULORIC TABS 80 MG (Use Febuxostat),NF,QL(1 ea daily)
ZURAMPIC TABS,3,PA
ZYLOPRIM TABS 100 MG (Use Allopurinol),NF,QL(3 ea daily)
ZYLOPRIM TABS 300 MG (Use Allopurinol),NF,QL(2 ea daily)
probenecid tabs,1,
ADVATE SOLR,SP,PA; LA
ADYNOVATE SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
AFSTYLA KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
ALPHANATE/VON WILLEBRANDFACTOR COMPLEX/HUMAN SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
ALPHANINE SD SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
ALPROLIX SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
BEBULIN SOLR,SP,PA; Must use AcariaHlth Sp Rx 1-844-538- 4661;SP
BENEFIX KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
COAGADEX SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;LA
CORIFACT KIT,SP,PA; LA
ELOCTATE SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
FEIBA SOLR,SP,PA
HELIXATE FS KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
HEMOFIL M SOLR,3,PA; SP
HUMATE-P SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
"IDELVION SOLR 250 UNIT, 500 UNIT, 1000 UNIT, 2000 UNIT",SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
IDELVION SOLR 3500 UNIT,SP,PA
IXINITY SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
JIVI SOLR,SP,PA
KCENTRA KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
KOATE SOLR,3,PA; SP
KOATE-DVI SOLR,3,PA; SP
KOGENATE FS BIO-SET KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
KOGENATE FS KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
KOVALTRY SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
MONOCLATE-P KIT,SP,PA; Must use AcariaHlth Sp Rx 1-844-538- 4661;SP
MONONINE SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
NOVOEIGHT SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
NOVOSEVEN RT SOLR,SP,PA; Must use AcariaHlth Sp Rx 1-844-538- 4661;SP
NUWIQ KIT,SP,PA; SP- Acaria Health;SP
OBIZUR SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
PROFILNINE SD SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
PROFILNINE SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
RECOMBINATE SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
RIXUBIS SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
TRETTEN SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
VONVENDI SOLR,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
WILATE KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
XYNTHA KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
XYNTHA SOLOFUSE KIT,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;LA
FIRAZYR SOLN (Use Icatibant Acetate),SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;LA
icatibant acetate soln,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661;;LA
TAVALISSE TABS,SP,PA; SP
pentoxifylline tbcr,1,QL(3 ea daily)
CEPROTIN SOLR,SP,PA; LA
AGGRENOX CP12 (Use Aspirin-Dipyridamole),NF,
AGRYLIN CAPS (Use Anagrelide HCl),NF,
anagrelide hcl caps,1,
aspirin-dipyridamole cp12,1,
BRILINTA TABS 60 MG,2,QL(2 ea daily)
BRILINTA TABS 90 MG,2,
cilostazol tabs,1,QL(2 ea daily)
clopidogrel bisulfate tabs,1,QL(2 ea daily)
dipyridamole tabs,1,
EFFIENT TABS (Use Prasugrel HCl),NF,
PLAVIX TABS (Use Clopidogrel Bisulfate),NF,QL(2 ea daily)
prasugrel hcl tabs,1,
CERDELGA CAPS,SP,PA
CEREZYME SOLR,SP,PA; LA
miglustat caps,SP,PA
ZAVESCA CAPS (Use Miglustat),SP,PA
DROXIA CAPS,2,
ENDARI PACK,SP,PA
SIKLOS TABS,SP,PA; AC
folic acid tabs 1 mg,1,RX/OTC
"folic acid tabs 400 mcg, 800 mcg",PV,PV
FULPHILA SOSY,SP,PA
GRANIX SOLN,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
GRANIX SOSY,SP,PA; Must use AcariaHealth Specialty Rx at 1-844-538- 4661
LEUKINE SOLR,SP,PA; LA
MIRCERA SOSY,SP,PA; LA
MULPLETA TABS,SP,PA
NIVESTYM SOLN,SP,PA
NIVESTYM SOSY,SP,PA
