Prescription Drug Name,Drug Tier,Coverage Requirements and Limits
JULUCA ORAL TABLET 50-25 MG,Tier 4,
DOVATO ORAL TABLET 50-300 MG,Tier 4,QL (1 EA per 1 day)
acyclovir oral capsule 200 mg(Zovirax),Tier 1,
acyclovir oral suspension 200 mg/5 ml(Zovirax),Tier 1,
"acyclovir oral tablet 400 mg, 800 mg(Zovirax)",Tier 1,
"famciclovir oral tablet 125 mg, 250 mg, 500 mg",Tier 1,
oseltamivir oral capsule 30 mg(Tamiflu),Tier 1,QL (20 EA per 1 FILL)
"oseltamivir oral capsule 45 mg, 75 mg(Tamiflu)",Tier 1,QL (10 EA per 1 FILL)
oseltamivir oral suspension for reconstitution 6(Tamiflu) mg/ml,Tier 2,QL (250 ML per 1 FILL)
"PREVYMIS ORAL TABLET 240 MG, 480 MG",Tier 4,PA; QL (1 EA per 1 day)
RELENZA DISKHALER INHALATION BLISTER WITH DEVICE 5 MG/ACTUATION,Tier 2,QL (20 EA per 1 FILL)
rimantadine oral tablet 100 mg(Flumadine),Tier 1,
"valacyclovir oral tablet 1 gram, 500 mg(Valtrex)",Tier 1,
valganciclovir oral recon soln 50 mg/ml(Valcyte),Tier 1,
valganciclovir oral tablet 450 mg(Valcyte),Tier 1,
APTIVUS ORAL CAPSULE 250 MG,Tier 4,
APTIVUS ORAL SOLUTION 100 MG/ML,Tier 4,
PREZCOBIX ORAL TABLET 800-150 MG-MG,Tier 4,
PREZISTA ORAL SUSPENSION 100 MG/ML,Tier 4,
"PREZISTA ORAL TABLET 150 MG, 600 MG, 75 MG, 800 MG",Tier 4,
DESCOVY ORAL TABLET 200-25 MG,Tier 2,PA
"TRUVADA ORAL TABLET 100-150 MG, 133- 200 MG, 167-250 MG, 200-300 MG",Tier 2,PA; QL (30 EA per 30 days)
abacavir-lamivudine oral tablet 600-300 mg(Epzicom),Tier 4,
abacavir-lamivudine-zidovudine oral tablet(Trizivir) 300-150-300 mg,Tier 1,
lamivudine-zidovudine oral tablet 150-300 mg(Combivir),Tier 1,
"SELZENTRY ORAL TABLET 150 MG, 25 MG, 300 MG, 75 MG",Tier 4,
FUZEON SUBCUTANEOUS RECON SOLN 90 MG,Tier 4,
EDURANT ORAL TABLET 25 MG,Tier 4,
"efavirenz oral capsule 200 mg, 50 mg(Sustiva)",Tier 4,
efavirenz oral tablet 600 mg(Sustiva),Tier 4,
"INTELENCE ORAL TABLET 100 MG, 200 MG, 25 MG",Tier 4,
nevirapine oral suspension 50 mg/5 ml(Viramune),Tier 1,
nevirapine oral tablet 200 mg(Viramune),Tier 1,
nevirapine oral tablet extended release 24 hr 100 mg,Tier 1,
nevirapine oral tablet extended release 24 hr(Viramune XR) 400 mg,Tier 1,
RESCRIPTOR ORAL TABLET 200 MG,Tier 4,
abacavir oral tablet 300 mg(Ziagen),Tier 1,
"didanosine oral capsule,delayed(Videx EC) release(dr/ec) 125 mg, 200 mg, 250 mg, 400 mg",Tier 1,
EMTRIVA ORAL CAPSULE 200 MG,Tier 4,
EMTRIVA ORAL SOLUTION 10 MG/ML,Tier 4,
lamivudine oral solution 10 mg/ml(Epivir),Tier 1,PA
lamivudine oral tablet 150 mg(Epivir),Tier 1,
lamivudine oral tablet 300 mg(Epivir),Tier 1,PA
"stavudine oral capsule 15 mg, 20 mg, 30 mg, 40 mg",Tier 1,
VIDEX 2 GRAM PEDIATRIC ORAL RECON SOLN 10 MG/ML (FINAL),Tier 4,
zidovudine oral capsule 100 mg(Retrovir),Tier 1,
zidovudine oral syrup 10 mg/ml(Retrovir),Tier 1,
zidovudine oral tablet 300 mg,Tier 1,
tenofovir disoproxil fumarate oral tablet 300(Viread) mg,Tier 1,
"VIREAD ORAL TABLET 150 MG, 200 MG, 250 MG",Tier 4,PA
"KALETRA ORAL TABLET 100-25 MG, 200-50 MG",Tier 4,
lopinavir-ritonavir oral solution 400-100 mg/5(Kaletra) ml,Tier 4,
"atazanavir oral capsule 150 mg, 200 mg, 300(Reyataz) mg",Tier 4,
"CRIXIVAN ORAL CAPSULE 200 MG, 400 MG",Tier 4,
EVOTAZ ORAL TABLET 300-150 MG,Tier 4,
fosamprenavir oral tablet 700 mg(Lexiva),Tier 2,
INVIRASE ORAL TABLET 500 MG,Tier 4,
LEXIVA ORAL SUSPENSION 50 MG/ML,Tier 4,
NORVIR ORAL CAPSULE 100 MG,Tier 2,
NORVIR ORAL SOLUTION 80 MG/ML,Tier 2,
REYATAZ ORAL POWDER IN PACKET 50 MG,Tier 4,
ritonavir oral tablet 100 mg(Norvir),Tier 2,
"VIRACEPT ORAL TABLET 250 MG, 625 MG",Tier 4,
ISENTRESS HD ORAL TABLET 600 MG,Tier 2,
ISENTRESS ORAL POWDER IN PACKET 100 MG,Tier 2,
ISENTRESS ORAL TABLET 400 MG,Tier 2,
"ISENTRESS ORAL TABLET,CHEWABLE 100 MG, 25 MG",Tier 2,
"TIVICAY ORAL TABLET 10 MG, 25 MG, 50 MG",Tier 2,QL (2 EA per 1 day)
ATRIPLA ORAL TABLET 600-200-300 MG,Tier 4,QL (1 EA per 1 day)
COMPLERA ORAL TABLET 200-25-300 MG,Tier 4,QL (1 EA per 1 day)
ODEFSEY ORAL TABLET 200-25-25 MG,Tier 4,QL (1 EA per 1 day)
BIKTARVY ORAL TABLET 50-200-25 MG,Tier 4,QL (30 EA per 30 days)
GENVOYA ORAL TABLET 150-150-200-10 MG,Tier 4,QL (1 EA per 1 day)
STRIBILD ORAL TABLET 150-150-200-300 MG,Tier 4,QL (1 EA per 1 day)
TRIUMEQ ORAL TABLET 600-50-300 MG,Tier 4,QL (1 EA per 1 day)
EPCLUSA ORAL TABLET 400-100 MG,Tier 4,PA; BRAND COVERED AT GENERIC COPAY; QL (1 EA per 1 day)
HARVONI ORAL TABLET 90-400 MG,Tier 4,PA; BRAND COVERED AT GENERIC COPAY; QL (1 EA per 1 day)
SOVALDI ORAL TABLET 400 MG,Tier 4,PA; QL (1 EA per 1 day)
adefovir oral tablet 10 mg(Hepsera),Tier 4,PA
"entecavir oral tablet 0.5 mg, 1 mg(Baraclude)",Tier 1,
EPIVIR HBV ORAL SOLUTION 25 MG/5 ML (5 MG/ML),Tier 4,PA
lamivudine oral tablet 100 mg(Epivir HBV),Tier 1,
PEGASYS PROCLICK SUBCUTANEOUS PEN INJECTOR 180 MCG/0.5 ML,Tier 4,PA
PEGASYS SUBCUTANEOUS SOLUTION 180 MCG/ML,Tier 4,PA
PEGASYS SUBCUTANEOUS SYRINGE 180 MCG/0.5 ML,Tier 4,PA
PEGINTRON SUBCUTANEOUS KIT 50 MCG/0.5 ML,Tier 4,PA
RIBASPHERE ORAL CAPSULE 200 MG,Tier 1,
RIBASPHERE ORAL TABLET 600 MG,Tier 1,
ribavirin oral capsule 200 mg(Ribasphere),Tier 1,
ribavirin oral tablet 200 mg,Tier 1,
MAVYRET ORAL TABLET 100-40 MG,Tier 4,PA; QL (3 EA per 1 day)
ZEPATIER ORAL TABLET 50-100 MG,Tier 4,PA; QL (1 EA per 1 day)
DEPEN TITRATABS ORAL TABLET 250 MG,Tier 2,
KINERET SUBCUTANEOUS SYRINGE 100 MG/0.67 ML,Tier 4,PA
CIMZIA POWDER FOR RECONST SUBCUTANEOUS KIT 400 MG (200 MG X 2 VIALS),Tier 4,PA
CIMZIA STARTER KIT SUBCUTANEOUS SYRINGE KIT 400 MG/2 ML (200 MG/ML X 2),Tier 4,PA
CIMZIA SUBCUTANEOUS SYRINGE KIT 400 MG/2 ML (200 MG/ML X 2),Tier 4,PA
ENBREL SUBCUTANEOUS RECON SOLN 25 MG (1 ML),Tier 4,PA; QL (8 EA per 28 days)
ENBREL SUBCUTANEOUS SYRINGE 25 MG/0.5 ML (0.5),Tier 4,PA; QL (8 ML per 28 days)
ENBREL SUBCUTANEOUS SYRINGE 50 MG/ML (1 ML),Tier 4,PA; QL (4 ML per 28 days)
ENBREL SURECLICK SUBCUTANEOUS PEN INJECTOR 50 MG/ML (1 ML),Tier 4,PA; QL (4 ML per 28 days)
HUMIRA PEDIATRIC CROHNS START SUBCUTANEOUS SYRINGE KIT 40 MG/0.8 ML,Tier 4,PA; QL (2 EA per 28 days)
HUMIRA PEN CROHNS-UC-HS START SUBCUTANEOUS PEN INJECTOR KIT 40 MG/0.8 ML,Tier 4,PA; QL (2 EA per 28 days)
HUMIRA PEN PSOR-UVEITS-ADOL HS SUBCUTANEOUS PEN INJECTOR KIT 40 MG/0.8 ML,Tier 4,PA; QL (2 EA per 28 days)
HUMIRA PEN SUBCUTANEOUS PEN INJECTOR KIT 40 MG/0.8 ML,Tier 4,PA; QL (2 EA per 28 days)
"HUMIRA SUBCUTANEOUS SYRINGE KIT 10 MG/0.2 ML, 20 MG/0.4 ML, 40 MG/0.8 ML",Tier 4,PA; QL (2 EA per 28 days)
HUMIRA(CF) PEDI CROHNS STARTER SUBCUTANEOUS SYRINGE KIT 80 MG/0.8 ML,Tier 4,PA; QL (3 EA per 28 days)
HUMIRA(CF) PEDI CROHNS STARTER SUBCUTANEOUS SYRINGE KIT 80 MG/0.8 ML-40 MG/0.4 ML,Tier 4,PA; QL (2 EA per 28 days)
HUMIRA(CF) PEN CROHNS-UC-HS SUBCUTANEOUS PEN INJECTOR KIT 80 MG/0.8 ML,Tier 4,PA; QL (3 EA per 28 days)
HUMIRA(CF) PEN PSOR-UV-ADOL HS SUBCUTANEOUS PEN INJECTOR KIT 80 MG/0.8 ML-40 MG/0.4 ML,Tier 4,PA; QL (3 EA per 28 days)
HUMIRA(CF) PEN SUBCUTANEOUS PEN INJECTOR KIT 40 MG/0.4 ML,Tier 4,PA; QL (2 EA per 28 days)
HUMIRA(CF) PEN SUBCUTANEOUS PEN INJECTOR KIT 80 MG/0.8 ML,Tier 4,PA; QL (3 EA per 28 days)
"HUMIRA(CF) SUBCUTANEOUS SYRINGE KIT 10 MG/0.1 ML, 20 MG/0.2 ML, 40 MG/0.4 ML",Tier 4,PA; QL (2 EA per 28 days)
"leflunomide oral tablet 10 mg, 20 mg(Arava)",Tier 1,
BERINERT INTRAVENOUS KIT 500 UNIT (10 ML),Tier 4,PA
BERINERT INTRAVENOUS RECON SOLN 500 UNIT (10 ML),Tier 4,PA
"budesonide oral(Entocort EC) capsule,delayed,extend.release 3 mg",Tier 1,
cortisone oral tablet 25 mg,Tier 2,
"DECADRON ORAL TABLET 0.5 MG, 0.75 MG, 4 MG, 6 MG",Tier 1,
DEXAMETHASONE INTENSOL ORAL DROPS 1 MG/ML,Tier 1,
dexamethasone oral elixir 0.5 mg/5 ml,Tier 1,
dexamethasone oral solution 0.5 mg/5 ml,Tier 1,
"dexamethasone oral tablet 0.5 mg, 0.75 mg, 4(Decadron) mg, 6 mg",Tier 1,
"dexamethasone oral tablet 1 mg, 1.5 mg, 2 mg",Tier 1,
"hydrocortisone oral tablet 10 mg, 20 mg, 5 mg(Cortef)",Tier 1,
MEDROL ORAL TABLET 2 MG,Tier 1,
"methylprednisolone oral tablet 16 mg, 32 mg,(Medrol) 4 mg, 8 mg",Tier 1,
"methylprednisolone oral tablets,dose pack 4(Medrol (Pak)) mg",Tier 1,
prednisolone oral solution 15 mg/5 ml,Tier 1,
"prednisolone sodium phosphate oral solution 10 mg/5 ml, 15 mg/5 ml (3 mg/ml), 5 mg base/5 ml (6.7 mg/5 ml)",Tier 1,
prednisolone sodium phosphate oral solution(Veripred 20) 20 mg/5 ml (4 mg/ml),Tier 1,
"prednisolone sodium phosphate oral(Orapred ODT) tablet,disintegrating 10 mg, 15 mg, 30 mg",Tier 1,
prednisone oral solution 5 mg/5 ml,Tier 1,
"prednisone oral tablet 1 mg, 10 mg, 2.5 mg, 20 mg, 5 mg, 50 mg",Tier 1,
"prednisone oral tablets,dose pack 10 mg, 5 mg",Tier 2,
RIDAURA ORAL CAPSULE 3 MG,Tier 2,
XELJANZ ORAL TABLET 5 MG,Tier 4,PA; QL (2 EA per 1 day)
XELJANZ XR ORAL TABLET EXTENDED RELEASE 24 HR 11 MG,Tier 4,PA; QL (1 EA per 1 day)
fludrocortisone oral tablet 0.1 mg,Tier 1,
"diclofenac-misoprostol oral tablet,ir,delayed(Arthrotec 50) rel,biphasic 50-200 mg-mcg",Tier 1,
"diclofenac-misoprostol oral tablet,ir,delayed(Arthrotec 75) rel,biphasic 75-200 mg-mcg",Tier 1,
"celecoxib oral capsule 100 mg, 200 mg, 400(Celebrex) mg, 50 mg",Tier 1,"ST: Prior prescription for Aspirin, Cambia, Diclofenac Potassium, Diclofenac Sodium, Diflunisal, Etodolac, Flurbiprofen, Ibuprofen, Indocin, Indomethacin, Ketorolac Tromethamine, Meloxicam, Nabumetone, Naproxen, Piroxicam, Qmiiz ODT, Relafen  Ds, Salsalate, Sulindac, Tolmetin Sodium, or Zipsor in 120 days; QL (2 EA per 1 day)"
ALEVE ORAL TABLET 220 MG,Tier 1,
ALL DAY PAIN RELIEF ORAL TABLET 220 MG,Tier 1,
ALL DAY RELIEF ORAL TABLET 220 MG,Tier 1,
CHILDREN'S IBUPROFEN ORAL SUSPENSION 100 MG/5 ML,Tier 1,
CHILDREN'S PROFEN IB ORAL SUSPENSION 100 MG/5 ML,Tier 1,
diclofenac potassium oral tablet 50 mg,Tier 1,
diclofenac sodium oral tablet extended release(Voltaren-XR) 24 hr 100 mg,Tier 1,
"diclofenac sodium oral tablet,delayed release (dr/ec) 25 mg, 50 mg, 75 mg",Tier 1,
"EC-NAPROXEN ORAL TABLET,DELAYED RELEASE (DR/EC) 375 MG, 500 MG",Tier 1,
"etodolac oral capsule 200 mg, 300 mg",Tier 1,
etodolac oral tablet 400 mg(Lodine),Tier 1,
etodolac oral tablet 500 mg,Tier 1,
"etodolac oral tablet extended release 24 hr 400 mg, 500 mg, 600 mg",Tier 1,
FLANAX (NAPROXEN) ORAL TABLET 220 MG,Tier 1,
"flurbiprofen oral tablet 100 mg, 50 mg",Tier 1,
"IBU ORAL TABLET 400 MG, 600 MG, 800 MG",Tier 1,
"ibuprofen oral drops,suspension 50 mg/1.25(Infant's Advil) ml",Tier 1,
ibuprofen oral suspension 100 mg/5 ml(Children's Advil),Tier 1,
"ibuprofen oral tablet 400 mg, 600 mg, 800 mg(IBU)",Tier 1,
INDOCIN ORAL SUSPENSION 25 MG/5 ML,Tier 2,
INDOCIN RECTAL SUPPOSITORY 50 MG,Tier 2,
"indomethacin oral capsule 25 mg, 50 mg",Tier 1,
"indomethacin oral capsule, extended release 75 mg",Tier 1,
"INFANT'S ADVIL ORAL DROPS,SUSPENSION 50 MG/1.25 ML",Tier 1,
"INFANT'S IBUPROFEN ORAL DROPS,SUSPENSION 50 MG/1.25 ML",Tier 1,
"INFANT'S MOTRIN ORAL DROPS,SUSPENSION 50 MG/1.25 ML",Tier 1,
"INFANTS PROFENIB ORAL DROPS,SUSPENSION 50 MG/1.25 ML",Tier 1,
ketorolac oral tablet 10 mg,Tier 1,QL (20 EA per 5 days)
MEDIPROXEN ORAL TABLET 220 MG,Tier 1,
"meloxicam oral tablet 15 mg, 7.5 mg(Mobic)",Tier 1,
"nabumetone oral tablet 500 mg, 750 mg",Tier 1,
naproxen oral suspension 125 mg/5 ml(Naprosyn),Tier 1,
"naproxen oral tablet 250 mg, 375 mg",Tier 1,
naproxen oral tablet 500 mg(Naprosyn),Tier 1,
"naproxen oral tablet,delayed release (dr/ec)(EC-Naprosyn) 375 mg, 500 mg",Tier 1,
naproxen sodium oral tablet 220 mg(Aleve),Tier 1,
naproxen sodium oral tablet 275 mg,Tier 1,
"piroxicam oral capsule 10 mg, 20 mg(Feldene)",Tier 1,
"sulindac oral tablet 150 mg, 200 mg",Tier 1,
tolmetin oral tablet 200 mg,Tier 3,
WAL-PROXEN ORAL TABLET 220 MG,Tier 1,
GLYDO MUCOUS MEMBRANE JELLY IN APPLICATOR 2 %,Tier 1,
lidocaine hcl mucous membrane jelly 2 %,Tier 1,
lidocaine hcl mucous membrane jelly in(Glydo) applicator 2 %,Tier 1,
lidocaine hcl mucous membrane solution 4 % (40 mg/ml),Tier 1,
LIDOCAINE VISCOUS MUCOUS MEMBRANE SOLUTION 2 %,Tier 1,
sulfadiazine oral tablet 500 mg,Tier 1,
mesalamine rectal enema 4 gram/60 ml(Rowasa),Tier 1,
"mesalamine rectal suppository 1,000 mg(Canasa)",Tier 1,
"APRISO ORAL CAPSULE,EXTENDED RELEASE 24HR 0.375 GRAM",Tier 2,
balsalazide oral capsule 750 mg(Colazal),Tier 1,
"mesalamine oral tablet,delayed release (dr/ec)(Lialda) 1.2 gram",Tier 2,
"mesalamine oral tablet,delayed release (dr/ec)(Asacol HD) 800 mg",Tier 2,
sulfasalazine oral tablet 500 mg(Azulfidine),Tier 1,
"sulfasalazine oral tablet,delayed release(Azulfidine EN-tabs) (dr/ec) 500 mg",Tier 1,
lidocaine hcl-hydrocortison ac rectal cream 3- 0.5 %,Tier 1,
lidocaine hcl-hydrocortison ac rectal kit 3-0.5 %,Tier 1,
PROCTOFOAM HC RECTAL FOAM 1-1 %,Tier 2,
ANECREAM5 TOPICAL CREAM 5 %,$0,QL (50 GM per 30 days)
LC-5 TOPICAL CREAM 5 %,$0,QL (50 GM per 30 days)
lidocaine topical cream 5 %(AneCream5),$0,QL (50 GM per 30 days)
RECTASMOOTHE TOPICAL CREAM 5 %,$0,QL (50 GM per 30 days)
"LINZESS ORAL CAPSULE 145 MCG, 290 MCG, 72 MCG",Tier 2,PA; QL (1 EA per 1 day)
hydrocortisone rectal enema 100 mg/60 ml(Cortenema),Tier 1,
UCERIS RECTAL FOAM 2 MG/ACTUATION,Tier 3,PA
ENULOSE ORAL SOLUTION 10 GRAM/15 ML,Tier 1,
GENERLAC ORAL SOLUTION 10 GRAM/15 ML,Tier 1,
sodium phenylbutyrate oral powder 0.94(Buphenyl) gram/gram,Tier 4,PA
sodium phenylbutyrate oral tablet 500 mg(Buphenyl),Tier 4,PA
diphenoxylate-atropine oral liquid 2.5-0.025 mg/5 ml,Tier 1,
diphenoxylate-atropine oral tablet 2.5-0.025(Lomotil) mg,Tier 1,
opium tincture oral tincture 10 mg/ml (morphine),Tier 1,
ursodiol oral capsule 300 mg(Actigall),Tier 1,
ursodiol oral tablet 250 mg(URSO 250),Tier 1,
ursodiol oral tablet 500 mg(URSO Forte),Tier 1,
"AMITIZA ORAL CAPSULE 24 MCG, 8 MCG",Tier 2,PA
CONSTULOSE ORAL SOLUTION 10 GRAM/15 ML,Tier 1,
GAVILYTE-C ORAL RECON SOLN 240- 22.72-6.72 -5.84 GRAM,Tier 1,$0 COPAY IF AGE 50-75 YEARS
GAVILYTE-G ORAL RECON SOLN 236- 22.74-6.74 -5.86 GRAM,Tier 1,$0 COPAY IF AGE 50-75 YEARS
GAVILYTE-N ORAL RECON SOLN 420 GRAM,Tier 1,$0 COPAY IF AGE 50-75 YEARS
lactulose oral solution 10 gram/15 ml(Constulose),Tier 1,
"lactulose oral solution 10 gram/15 ml (15 ml), 20 gram/30 ml",Tier 1,
MOVIPREP ORAL POWDER IN PACKET 100-7.5-2.691 GRAM,Tier 3,QL (1 EA per 1 FILL)
OSMOPREP ORAL TABLET 1.5 GRAM,Tier 3,
peg 3350-electrolytes oral recon soln 236-(GaviLyte-G) 22.74-6.74 -5.86 gram,Tier 1,$0 COPAY IF AGE 50-75 YEARS
peg 3350-electrolytes oral recon soln 240-(Colyte with Flavor Packs) 22.72-6.72 -5.84 gram,Tier 1,$0 COPAY IF AGE 50-75 YEARS
peg-electrolyte soln oral recon soln 420 gram(GaviLyte-N),Tier 1,$0 COPAY IF AGE 50-75 YEARS
TRILYTE WITH FLAVOR PACKETS ORAL RECON SOLN 420 GRAM,Tier 1,$0 COPAY IF AGE 50-75 YEARS
RELISTOR SUBCUTANEOUS SOLUTION 12 MG/0.6 ML,Tier 4,PA
"RELISTOR SUBCUTANEOUS SYRINGE 12 MG/0.6 ML, 8 MG/0.4 ML",Tier 4,PA
ACTIVE CATH,Tier 2,
ADD-A-FOLEY CATH-MONO-FLO DRNG TRAY,Tier 2,
ADD-A-FOLEY CATH-PRE-FILL SYRN TRAY,Tier 2,
ADD-A-FOLEY TRAY TRAY,Tier 2,
"ADVANCE PLUS INTERMITTENT 10 FR, 10- 16 FR-"", 12 FR, 12-16 FR-"", 14-16 FR-"", 16-16 FR-"", 18-16 FR-"", 6-16 FR-"", 8-16 FR-""",Tier 2,
"ADVANCE PLUS INTERMITTENT COMBO PACK 6 FR, 8-14 FR-""",Tier 2,
"APOGEE HC INTERMIT CATHETER 12-16 FR-"", 14-16 FR-"", 16-16 FR-""",Tier 2,
"APOGEE IC INTERMIT CATHETER 14-6 FR- """,Tier 2,
"ARGYLE TROCAR 10 FR, 12 FR, 16 FR, 20 FR, 24 FR, 8 FR",Tier 2,
"BARD CLEAN-CATH  , 8 FR-10 "", 8-16 FR-""",Tier 2,
"BARD COUDE TIP CATHETER 10 FR, 12 FR, 14 FR, 16 FR, 18 FR, 20 FR, 22 FR, 8 FR",Tier 2,
"BARD FEMALE INTERMITTENT CATH 14-6 FR-""",Tier 2,
BARD INFECT CONT TRAY-NO CATH TRAY,Tier 2,
BARD LUBRICATH FOLEY TRAY 18FR TRAY 18 FR,Tier 2,
BARD LUBRICATH FOLEY TRAY TRAY 16 FR,Tier 2,
"BARD RUBBER UTILITY CATHETER 10 FR, 12 FR, 14 FR, 16 FR, 18 FR, 20 FR, 8 FR",Tier 2,
BARD UNIVERSAL FOLEY CATH TRAY TRAY,Tier 2,
"BARD URETHRAL CATHETER TRAY TRAY 14 FR, 15 FR, 16 FR",Tier 2,
"BARDEX ALL-SILICONE FOLEY CATH 14 FR, 16 FR, 18 FR, 20 FR, 22 FR, 24 FR",Tier 2,
BARDEX CLOSED SYSTEM CATH TRAY TRAY,Tier 2,
"BARDEX LUBRICATH FOLEY CATH 16 FR, 24 FR",Tier 2,
BARDEX URETHRAL CATHETERTRAY TRAY 16 FR,Tier 2,
BARDIA RED RUBBER CATHETER 16 FR,Tier 2,
CATH-SECURE TUBE HOLDER,Tier 2,
CLEAR ADVANTAGE,Tier 2,
"CURITY 8000 URINE MTR FLY TRAY TRAY , 16 FR, 18 FR",Tier 2,
CURITY BEDSIDE DRAINAGE SET TRAY,Tier 2,
CURITY BEDSIDE-MONO-FLO DRANGE TRAY,Tier 2,
CURITY FOLEY CATHETER KIT KIT,Tier 2,
"CURITY PREMIUM CATHETER TRAY TRAY 16 FR, 18 FR",Tier 2,
CURITY STRMLIN CATH - MONO-FLO TRAY 14 FR,Tier 2,
"CURITY ULTRAMER 2-W CATH LAT/T 16 FR, 18 FR, 20 FR, 24 FR, 26 FR, 30 FR",Tier 2,
CURITY ULTRAMER 2-W CATH TEFLN 28 FR,Tier 2,
"CURITY ULTRAMER 2-WAY CATHETER 12 FR, 14 FR, 16 FR, 18 FR, 20 FR, 22 FR, 24 FR, 26 FR, 28 FR, 30 FR",Tier 2,
"CURITY ULTRAMER IRRG 3WAY CATH 18 FR, 20 FR, 22 FR, 24 FR, 26 FR",Tier 2,
"CURITY ULTRAMER URETHRAL CATH 12 FR, 14 FR, 16 FR, 18 FR, 20 FR, 22 FR, 24 FR",Tier 2,
"CURITY UNIVERSAL - NO DRAINAGE TRAY 16 FR, 18 FR",Tier 2,
CURITY URETH CATH CLOSED SYSTM TRAY,Tier 2,
CURITY URETH CATH OPEN SYSTEM TRAY,Tier 2,
CURITY URETHRAL CATHETER 14 FR,Tier 2,
"DAVOL C.S. FOLEY CATHETER TRAY TRAY 16 FR, 18 FR",Tier 2,
DAVOL COMPLETE FOLEY KIT,Tier 2,
DAVOL FOLEY CATH INSERT TRAY TRAY,Tier 2,
"DAVOL SILICONE FOLEY CATHETER 14 FR, 16 FR, 18 FR, 20 FR, 22 FR, 24 FR",Tier 2,
DAVOL UNIVERSAL CATH TRAY TRAY,Tier 2,
DAVOL URETHRAL CATHETER TRAY TRAY 15 FR,Tier 2,
DAVOL URETHRAL CATHTRAY (W/O) TRAY,Tier 2,
DOVER CATHETER 10 FR,Tier 2,
"DOVER FOLEY CATHETER 10 FR, 24 FR",Tier 2,
"DOVER LATEX FOLEY CATHETER 16 FR, 28 FR",Tier 2,
DOVER RED RUBBER ROBINSON CATH 8 FR,Tier 2,
"DOVER TEXAS MALE EXTERNAL CATH  , 1 """,Tier 2,
DOVER UNIVERSAL TRAY,Tier 2,
DOVER URI-DRAIN MALE EXT CATH,Tier 2,
"external catheter, male 22 mm to 25 mm, 26 mm to 30 mm, 31 mm to 35 mm",Tier 2,
FEMALE CATHETER 14 FR,Tier 2,
FEMALE SPECIMEN CATHETER 8 FR,Tier 2,
"FOLEY CATHETER 14 FR, 16 FR, 18 FR, 20 FR, 22 FR, 24 FR, 26 FR, 28 FR, 30 FR",Tier 2,
"FOLEY CATHETER TRAY TRAY  , 16 FR, 18 FR",Tier 2,
FREEDOM CATH,Tier 2,
"GENTLECATH 10 FR, 12 FR, 12-16 FR-"", 14 FR, 14-16 FR-"", 16 FR, 16-16 FR-"", 8 FR, 8- 16 FR-""",Tier 2,
GIZMO,Tier 2,
"INCARE INVIEW CATHETER 25 MM, 29 MM, 32 MM, 36 MM, 41 MM",Tier 2,
"KENGUARD FOLEY CATHETER 18-16 FR-""",Tier 2,
KENGUARD FOLEY CATHETER TRAY,Tier 2,
KENLINE ADD-A-FOLEY TRAY 30CC TRAY,Tier 2,
"LOFRIC 12-16 FR-"", 14-16 FR-""",Tier 2,
"MAGIC3 INTERMITTENT CATHETER 12-16 FR-"", 16-16 FR-"", 18-16 FR-""",Tier 2,
"PERSONAL CATHETER INTERMITTENT 14- 6 FR-""",Tier 2,
RETRACTED PENIS POUCH,Tier 2,
ROBINSON CLEAR VINYL CATHETER 16 FR,Tier 2,
"ROB-NEL URETHRAL CATHETER 10-16 FR- "", 12-16 FR-"", 14-16 FR-"", 16-16 FR-"", 18-16 FR-"", 8-16 FR-""",Tier 2,
"SELF-CATH  , 10-16 FR-"", 14-16 FR-"", 20-16 FR-"", 6-16 FR-""",Tier 2,
"SELF-CATH 10"" 10 FR",Tier 2,
"SELF-CATHETER, FEMALE 14 FR, 8 FR",Tier 2,
SILASTIC FOLEY CATHETER 20 FR,Tier 2,
SPEEDICATH (FEMALE) 16 FR,Tier 2,
SPEEDICATH (MALE) 12 FR,Tier 2,
SPIRIT EXT CATHETER TYPE 3 32 MM,Tier 2,
TOUCH-TROL 10 FR,Tier 2,
"URETHRAL CATHETER 14-16 FR-""",Tier 2,
URO-SAN PLUS,Tier 2,
"VAPRO PLUS INTERMITT CATHETER COMBO PACK 12 FR- 8""",Tier 2,
"VINYL CATHETER 14-16 FR-"", 14-6 FR-""",Tier 2,
A.I.R.S NEBULIZER REPLACEMENT KIT,Tier 2,
ADULT AEROSOL MASK,Tier 2,
ADULT DISPOSABLE MOUTHPIECE,Tier 2,
AERONEB GO,Tier 2,
AIR TUBE WITH AIR PLUGS,Tier 2,
AIRS ADULT AEROSOL MASK,Tier 2,
AIRZONE AND MINIWRIGHT AFS,Tier 2,
ALL FLOW 1000 KIT,Tier 2,
ALL FLOW 1000 PFT FILTER,Tier 2,
ALL FLOW 3000 KIT,Tier 2,
ALL FLOW 3000 PFT FILTER,Tier 2,
ALL FLOW 4000 KIT,Tier 2,
ALL FLOW 4000 PFT FILTER,Tier 2,
ALL FLOW 5000 KIT,Tier 2,
ALL FLOW 5000 PFT FILTER,Tier 2,
ALL FLOW 6000 PFT FILTER,Tier 2,
AMIELLE VAGINAL TRAINER KIT,Tier 2,
ANTI-EMBOLISM STOCKINGS,Tier 2,
AUTODROP,Tier 2,
AUTOSQUEEZE,Tier 2,
BARD CATHETER STRAP,Tier 2,
BUBBLES THE FISH PEDI MASK,Tier 2,
